id_cliente;probabilidade_inadimplencia
100023;0.20966592275495263
100031;0.6186543342820211
100056;0.6186543342820211
100069;0.20966592275495263
100085;0.6186543342820211
100098;0.0
100104;0.20966592275495263
100111;0.6186543342820211
100123;0.6186543342820211
100165;0.6186543342820211
100178;0.6186543342820211
100193;0.6186543342820211
100200;0.20966592275495263
100208;0.6186543342820211
100219;0.6186543342820211
100233;0.6186543342820211
100237;0.6186543342820211
100258;0.6186543342820211
100265;0.6186543342820211
100266;0.0
100276;0.20966592275495263
100281;0.6186543342820211
100298;0.20966592275495263
100301;0.14087960808998382
100307;0.20966592275495263
100317;0.6186543342820211
100318;0.498326198621842
100332;0.20966592275495263
100341;0.20966592275495263
100342;0.6186543342820211
100353;0.20966592275495263
100374;0.6186543342820211
100403;0.6186543342820211
100406;0.20966592275495263
100410;0.6186543342820211
100414;0.14087960808998382
100418;0.20966592275495263
100437;0.6186543342820211
100449;0.6186543342820211
100458;0.6186543342820211
100459;0.6186543342820211
100462;0.498326198621842
100471;0.6186543342820211
100493;0.6186543342820211
100498;0.14087960808998382
100505;0.6186543342820211
100521;0.6186543342820211
100525;0.6186543342820211
100562;0.6186543342820211
100565;0.14087960808998382
100567;0.6186543342820211
100597;0.20966592275495263
100628;0.6186543342820211
100654;0.20966592275495263
100657;0.498326198621842
100675;0.6186543342820211
100678;0.6186543342820211
100685;0.20966592275495263
100693;0.6186543342820211
100712;0.6186543342820211
100736;0.6186543342820211
100746;0.20966592275495263
100759;0.0
100783;0.6186543342820211
100785;0.498326198621842
100806;0.6186543342820211
100813;0.0
100815;0.6186543342820211
100824;0.0
100827;0.6186543342820211
100828;0.20966592275495263
100846;0.6186543342820211
100854;0.20966592275495263
100857;0.498326198621842
100875;0.6186543342820211
100877;0.6186543342820211
100890;0.20966592275495263
100893;0.6186543342820211
100895;0.6186543342820211
100900;0.6186543342820211
100909;0.498326198621842
100914;0.6186543342820211
100927;0.6186543342820211
100928;0.6186543342820211
100943;0.498326198621842
100949;0.6186543342820211
100962;0.6186543342820211
100995;0.20966592275495263
101028;0.6186543342820211
101032;0.6186543342820211
101042;0.20966592275495263
101066;0.14087960808998382
101077;0.6186543342820211
101082;0.20966592275495263
101083;0.14087960808998382
101093;0.498326198621842
101108;0.20966592275495263
101112;0.498326198621842
101133;0.6186543342820211
101166;0.6186543342820211
101195;0.498326198621842
101205;0.20966592275495263
101253;0.6186543342820211
101254;0.498326198621842
101265;0.7901272467727799
101267;0.7901272467727799
101319;0.6186543342820211
101321;0.20966592275495263
101331;0.6186543342820211
101334;0.6186543342820211
101352;0.20966592275495263
101357;0.6186543342820211
101358;0.6186543342820211
101390;0.6186543342820211
101391;0.6029329085457275
101402;0.6186543342820211
101408;0.6186543342820211
101414;0.20966592275495263
